"CLAVE_CASILLA"|"CLAVE_ACTA"|"ID_ESTADO"|"NOMBRE_ESTADO"|"ID_DISTRITO"|"NOMBRE_DISTRITO"|"SECCION"|"ID_CASILLA"|"TIPO_CASILLA"|"EXT_CONTIGUA"|"CASILLA"|"TIPO_ACTA"|"PAN"|"PRI"|"PRD"|"PVEM"|"PT"|"MC"|"MORENA"|"CANDIDATO_A_INDEPENDIENTE"|"PAN_PRI_PRD"|"PAN_PRI"|"PAN_PRD"|"PRI_PRD"|"PVEM_PT_MORENA"|"PVEM_PT"|"PVEM_MORENA"|"PT_MORENA"|"CANDIDATO/A NO REGISTRADO/A"|"VOTOS NULOS"|"TOTAL_VOTOS_CALCULADOS"|"LISTA_NOMINAL"|"OBSERVACIONES"|"MECANISMOS_TRASLADO"|"FECHA_HORA"
"160182B0100'"|"160182B01004'"|"16"|"MICHOACAN"|"001"|"LAZARO CARDENAS"|"0182"|"01"|"B"|"00"|"No Urbana"|4|1|11|0|4|6|2|27|-0|0|0|0|0|-0|-0|-0|-0|0|67|118|241|"Recuento (Para recuento-SRA)"|"F-I"|"06/06/2024 13:08:31"
"160183B0100'"|"160183B01004'"|"16"|"MICHOACAN"|"001"|"LAZARO CARDENAS"|"0183"|"01"|"B"|"00"|"No Urbana"|4|4|6|4|3|4|5|29|-0|1|0|0|0|-0|-0|-0|-0|0|3|59|103|"Cotejo (Levantada en Casilla)"|"F-I"|"06/06/2024 10:05:20"
"160420B0100'"|"160420B01004'"|"16"|"MICHOACAN"|"001"|"LAZARO CARDENAS"|"0420"|"01"|"B"|"00"|"No Urbana"|4|4|95|10|83|11|2|68|-0|7|1|0|0|-0|-0|-0|-0|0|22|303|432|"Cotejo (Levantada en Casilla)"|"F-I"|"06/06/2024 10:07:58"
"160420C0100'"|"160420C01004'"|"16"|"MICHOACAN"|"001"|"LAZARO CARDENAS"|"0420"|"01"|"C"|"00"|"No Urbana"|4|4|100|6|60|7|7|62|-0|16|0|0|0|-0|-0|-0|-0|0|23|285|432|"Cotejo (Levantada en Casilla)"|"F-I"|"06/06/2024 10:08:52"
"160421B0100'"|"160421B01004'"|"16"|"MICHOACAN"|"001"|"LAZARO CARDENAS"|"0421"|"01"|"B"|"00"|"No Urbana"|4|4|167|5|148|5|0|46|-0|5|0|0|0|-0|-0|-0|-0|0|17|397|645|"Recuento (Para recuento-SRA)"|"F-I"|"06/06/2024 13:13:10"
"160421C0100'"|"160421C01004'"|"16"|"MICHOACAN"|"001"|"LAZARO CARDENAS"|"0421"|"01"|"C"|"00"|"No Urbana"|4|4|202|12|93|4|5|52|-0|6|0|1|2|-0|-0|-0|-0|0|23|404|644|"Cotejo (Levantada en Casilla)"|"F-I"|"06/06/2024 10:09:39"
"160422B0100'"|"160422B01004'"|"16"|"MICHOACAN"|"001"|"LAZARO CARDENAS"|"0422"|"01"|"B"|"00"|"No Urbana"|4|6|179|12|38|17|7|80|-0|13|1|0|4|-0|-0|-0|-0|0|22|379|568|"Cotejo (Levantada en Casilla)"|"F-I"|"06/06/2024 10:10:54"
"160422C0100'"|"160422C01004'"|"16"|"MICHOACAN"|"001"|"LAZARO CARDENAS"|"0422"|"01"|"C"|"00"|"No Urbana"|4|2|172|9|54|8|2|91|-0|4|0|0|0|-0|-0|-0|-0|0|16|358|568|"Cotejo (Levantada en Casilla)"|"F-I"|"06/06/2024 10:24:35"
"160422C0200'"|"160422C02004'"|"16"|"MICHOACAN"|"001"|"LAZARO CARDENAS"|"0422"|"02"|"C"|"00"|"No Urbana"|4|5|200|10|61|14|1|57|-0|7|0|0|1|-0|-0|-0|-0|0|17|373|567|"Recuento (Para recuento-SRA)"|"F-I"|"06/06/2024 13:14:45"
"160423B0100'"|"160423B01004'"|"16"|"MICHOACAN"|"001"|"LAZARO CARDENAS"|"0423"|"01"|"B"|"00"|"No Urbana"|4|5|191|5|45|2|2|53|-0|10|0|1|2|-0|-0|-0|-0|0|20|336|530|"Cotejo (Levantada en Casilla)"|"F-I"|"06/06/2024 10:17:00"
"160423C0100'"|"160423C01004'"|"16"|"MICHOACAN"|"001"|"LAZARO CARDENAS"|"0423"|"01"|"C"|"00"|"No Urbana"|4|3|181|7|50|7|5|72|-0|4|1|0|0|-0|-0|-0|-0|0|13|343|530|"Cotejo (Levantada en Casilla)"|"F-I"|"06/06/2024 10:31:51"
"160424B0100'"|"160424B01004'"|"16"|"MICHOACAN"|"001"|"LAZARO CARDENAS"|"0424"|"01"|"B"|"00"|"No Urbana"|4|1|85|6|50|3|0|45|-0|2|0|0|2|-0|-0|-0|-0|0|12|206|494|"Cotejo (Levantada en Casilla)"|"F-I"|"06/06/2024 10:23:51"
"160425B0100'"|"160425B01004'"|"16"|"MICHOACAN"|"001"|"LAZARO CARDENAS"|"0425"|"01"|"B"|"00"|"No Urbana"|4|1|99|9|43|13|4|73|-0|0|1|0|1|-0|-0|-0|-0|0|20|264|371|"Recuento (Para recuento-SRA)"|"F-I"|"06/06/2024 13:16:37"
"160426B0100'"|"160426B01004'"|"16"|"MICHOACAN"|"001"|"LAZARO CARDENAS"|"0426"|"01"|"B"|"00"|"No Urbana"|4|7|110|5|65|7|4|47|-0|8|0|2|0|-0|-0|-0|-0|0|20|275|421|"Cotejo (Levantada en Casilla)"|"F-I"|"06/06/2024 10:25:34"
"160426C0100'"|"160426C01004'"|"16"|"MICHOACAN"|"001"|"LAZARO CARDENAS"|"0426"|"01"|"C"|"00"|"No Urbana"|4|4|97|9|51|8|6|46|-0|6|0|0|1|-0|-0|-0|-0|0|31|259|421|"Cotejo (Levantada en Casilla)"|"F-I"|"06/06/2024 10:32:47"
"160427B0100'"|"160427B01004'"|"16"|"MICHOACAN"|"001"|"LAZARO CARDENAS"|"0427"|"01"|"B"|"00"|"No Urbana"|4|1|68|4|34|5|1|20|-0|2|0|0|0|-0|-0|-0|-0|0|18|153|210|"Cotejo (Levantada en Casilla)"|"F-I"|"06/06/2024 10:33:21"
"160427E0100'"|"160427E01004'"|"16"|"MICHOACAN"|"001"|"LAZARO CARDENAS"|"0427"|"01"|"E"|"00"|"No Urbana"|4|0|86|2|16|1|0|6|-0|0|0|0|1|-0|-0|-0|-0|0|13|125|211|"Cotejo (Levantada en Casilla)"|"F-I"|"06/06/2024 10:34:16"
"160428B0100'"|"160428B01004'"|"16"|"MICHOACAN"|"001"|"LAZARO CARDENAS"|"0428"|"01"|"B"|"00"|"No Urbana"|4|7|94|15|55|20|7|127|-0|5|0|0|5|-0|-0|-0|-0|1|46|382|647|"Recuento (Para recuento-SRA)"|"F-I"|"06/06/2024 13:43:59"
"160429B0100'"|"160429B01004'"|"16"|"MICHOACAN"|"001"|"LAZARO CARDENAS"|"0429"|"01"|"B"|"00"|"No Urbana"|4|2|255|1|85|2|0|3|-0|3|0|0|0|-0|-0|-0|-0|0|4|355|690|"Cotejo (Levantada en Casilla)"|"F-I"|"06/06/2024 10:34:45"
"160430B0100'"|"160430B01004'"|"16"|"MICHOACAN"|"001"|"LAZARO CARDENAS"|"0430"|"01"|"B"|"00"|"No Urbana"|4|2|149|3|216|0|1|8|-0|1|0|0|0|-0|-0|-0|-0|0|8|388|565|"Recuento (Para recuento-SRA)"|"F-I"|"06/06/2024 13:32:18"
"160431B0100'"|"160431B01004'"|"16"|"MICHOACAN"|"001"|"LAZARO CARDENAS"|"0431"|"01"|"B"|"00"|"No Urbana"|4|0|0|0|191|0|0|0|-0|0|0|0|0|-0|-0|-0|-0|0|4|195|273|"Cotejo (Levantada en Casilla)"|"F-I"|"06/06/2024 10:35:13"
"160432B0100'"|"160432B01004'"|"16"|"MICHOACAN"|"001"|"LAZARO CARDENAS"|"0432"|"01"|"B"|"00"|"No Urbana"|4|3|257|0|43|2|0|15|-0|1|0|0|0|-0|-0|-0|-0|0|7|328|458|"Cotejo (Levantada en Casilla)"|"F-I"|"06/06/2024 10:35:37"
"160432C0100'"|"160432C01004'"|"16"|"MICHOACAN"|"001"|"LAZARO CARDENAS"|"0432"|"01"|"C"|"00"|"No Urbana"|4|0|235|2|50|1|1|24|-0|4|0|0|2|-0|-0|-0|-0|0|6|325|458|"Cotejo (Levantada en Casilla)"|"F-I"|"06/06/2024 10:36:05"
"160467B0100'"|"160467B01004'"|"16"|"MICHOACAN"|"001"|"LAZARO CARDENAS"|"0467"|"01"|"B"|"00"|"Urbana"|4|9|14|3|65|314|9|112|-0|0|0|0|0|-0|-0|-0|-0|0|19|545|743|"Cotejo (Levantada en Casilla)"|"F-I"|"06/06/2024 10:36:37"
"160467C0100'"|"160467C01004'"|"16"|"MICHOACAN"|"001"|"LAZARO CARDENAS"|"0467"|"01"|"C"|"00"|"Urbana"|4|10|19|84|68|221|8|106|-0|2|0|0|1|-0|-0|-0|-0|0|25|544|743|"Recuento (Para recuento-SRA)"|"F-I"|"06/06/2024 13:30:54"
"160468B0100'"|"160468B01004'"|"16"|"MICHOACAN"|"001"|"LAZARO CARDENAS"|"0468"|"01"|"B"|"00"|"No Urbana"|4|10|11|3|9|240|12|147|-0|1|1|0|0|-0|-0|-0|-0|0|22|456|617|"Cotejo (Levantada en Casilla)"|"F-I"|"06/06/2024 10:37:10"
"160468E0100'"|"160468E01004'"|"16"|"MICHOACAN"|"001"|"LAZARO CARDENAS"|"0468"|"01"|"E"|"00"|"No Urbana"|4|1|7|2|32|128|8|69|-0|0|0|0|0|-0|-0|-0|-0|0|10|257|336|"Recuento (Para recuento-SRA)"|"F-I"|"06/06/2024 13:40:57"
"160469B0100'"|"160469B01004'"|"16"|"MICHOACAN"|"001"|"LAZARO CARDENAS"|"0469"|"01"|"B"|"00"|"Urbana"|4|7|15|6|42|213|6|75|-0|2|0|0|0|-0|-0|-0|-0|0|15|381|675|"Recuento (Para recuento-SRA)"|"F-I"|"06/06/2024 13:45:24"
"160469C0100'"|"160469C01004'"|"16"|"MICHOACAN"|"001"|"LAZARO CARDENAS"|"0469"|"01"|"C"|"00"|"Urbana"|4|11|11|13|35|207|18|128|-0|1|0|0|0|-0|-0|-0|-0|0|19|443|674|"Recuento (Para recuento-SRA)"|"F-I"|"06/06/2024 13:34:28"
"160469C0200'"|"160469C02004'"|"16"|"MICHOACAN"|"001"|"LAZARO CARDENAS"|"0469"|"02"|"C"|"00"|"Urbana"|4|9|17|7|36|200|10|115|-0|2|0|0|0|-0|-0|-0|-0|0|32|428|674|"Cotejo (Levantada en Casilla)"|"F-I"|"06/06/2024 10:40:05"
"160470B0100'"|"160470B01004'"|"16"|"MICHOACAN"|"001"|"LAZARO CARDENAS"|"0470"|"01"|"B"|"00"|"No Urbana"|4|4|5|6|49|217|13|66|-0|1|0|0|1|-0|-0|-0|-0|0|20|382|544|"Recuento (Para recuento-SRA)"|"F-I"|"06/06/2024 13:47:28"
"160470C0100'"|"160470C01004'"|"16"|"MICHOACAN"|"001"|"LAZARO CARDENAS"|"0470"|"01"|"C"|"00"|"No Urbana"|4|6|4|3|25|112|19|72|-0|0|0|0|0|-0|-0|-0|-0|0|13|254|543|"Recuento (Para recuento-SRA)"|"F-I"|"06/06/2024 13:42:13"
"160470C0200'"|"160470C02004'"|"16"|"MICHOACAN"|"001"|"LAZARO CARDENAS"|"0470"|"02"|"C"|"00"|"No Urbana"|4|6|14|3|32|166|13|93|-0|2|0|0|0|-0|-0|-0|-0|0|24|353|543|"Recuento (Para recuento-SRA)"|"F-I"|"06/06/2024 13:52:46"
"160471B0100'"|"160471B01004'"|"16"|"MICHOACAN"|"001"|"LAZARO CARDENAS"|"0471"|"01"|"B"|"00"|"No Urbana"|4|9|13|45|32|118|15|160|-0|0|0|0|0|-0|-0|-0|-0|0|19|411|564|"Recuento (Para recuento-SRA)"|"F-I"|"06/06/2024 13:49:18"
"160471C0100'"|"160471C01004'"|"16"|"MICHOACAN"|"001"|"LAZARO CARDENAS"|"0471"|"01"|"C"|"00"|"No Urbana"|4|6|10|50|30|109|19|139|-0|3|0|0|0|-0|-0|-0|-0|0|25|391|564|"Recuento (Para recuento-SRA)"|"F-I"|"06/06/2024 14:45:02"
"160471C0200'"|"160471C02004'"|"16"|"MICHOACAN"|"001"|"LAZARO CARDENAS"|"0471"|"02"|"C"|"00"|"No Urbana"|4|9|15|58|49|204|13|86|-0|2|0|0|0|-0|-0|-0|-0|0|18|454|564|"Cotejo (Levantada en Casilla)"|"F-I"|"06/06/2024 10:40:36"
"160472B0100'"|"160472B01004'"|"16"|"MICHOACAN"|"001"|"LAZARO CARDENAS"|"0472"|"01"|"B"|"00"|"Urbana"|4|15|20|7|9|253|12|101|-0|3|0|0|0|-0|-0|-0|-0|0|26|446|508|"Recuento (Para recuento-SRA)"|"F-I"|"06/06/2024 14:52:23"
"160472C0100'"|"160472C01004'"|"16"|"MICHOACAN"|"001"|"LAZARO CARDENAS"|"0472"|"01"|"C"|"00"|"Urbana"|4|7|11|6|54|206|13|105|-0|3|1|0|0|-0|-0|-0|-0|0|23|429|508|"Recuento (Para recuento-SRA)"|"F-I"|"06/06/2024 13:55:11"
"160473B0100'"|"160473B01004'"|"16"|"MICHOACAN"|"001"|"LAZARO CARDENAS"|"0473"|"01"|"B"|"00"|"Urbana"|4|13|14|68|48|178|18|89|-0|1|0|0|0|-0|-0|-0|-0|0|18|447|548|"Recuento (Para recuento-SRA)"|"F-I"|"06/06/2024 14:43:37"
"160473C0100'"|"160473C01004'"|"16"|"MICHOACAN"|"001"|"LAZARO CARDENAS"|"0473"|"01"|"C"|"00"|"Urbana"|4|6|21|59|50|166|6|80|-0|2|0|0|1|-0|-0|-0|-0|0|21|412|548|"Recuento (Para recuento-SRA)"|"F-I"|"06/06/2024 14:46:47"
"160473C0200'"|"160473C02004'"|"16"|"MICHOACAN"|"001"|"LAZARO CARDENAS"|"0473"|"02"|"C"|"00"|"Urbana"|4|13|21|64|53|161|14|84|-0|0|0|0|0|-0|-0|-0|-0|0|20|430|547|"Recuento (Para recuento-SRA)"|"F-I"|"06/06/2024 13:57:31"
"160474B0100'"|"160474B01004'"|"16"|"MICHOACAN"|"001"|"LAZARO CARDENAS"|"0474"|"01"|"B"|"00"|"Urbana"|4|5|21|15|11|117|8|136|-0|2|0|0|0|-0|-0|-0|-0|0|30|345|616|"Recuento (Para recuento-SRA)"|"F-I"|"06/06/2024 14:48:16"
"160474C0100'"|"160474C01004'"|"16"|"MICHOACAN"|"001"|"LAZARO CARDENAS"|"0474"|"01"|"C"|"00"|"Urbana"|4|7|20|22|12|107|15|154|-0|1|0|0|0|-0|-0|-0|-0|0|24|362|616|"Recuento (Para recuento-SRA)"|"F-I"|"06/06/2024 14:52:08"
"160474C0200'"|"160474C02004'"|"16"|"MICHOACAN"|"001"|"LAZARO CARDENAS"|"0474"|"02"|"C"|"00"|"Urbana"|4|6|14|13|14|146|13|137|-0|0|0|0|0|-0|-0|-0|-0|1|24|368|615|"Recuento (Para recuento-SRA)"|"F-I"|"06/06/2024 14:54:21"
"160475B0100'"|"160475B01004'"|"16"|"MICHOACAN"|"001"|"LAZARO CARDENAS"|"0475"|"01"|"B"|"00"|"No Urbana"|4|2|8|2|55|199|17|142|-0|0|0|0|0|-0|-0|-0|-0|0|20|445|500|"Recuento (Para recuento-SRA)"|"F-I"|"06/06/2024 14:55:46"
"160475C0100'"|"160475C01004'"|"16"|"MICHOACAN"|"001"|"LAZARO CARDENAS"|"0475"|"01"|"C"|"00"|"No Urbana"|4|7|6|53|57|114|9|156|-0|0|0|0|0|-0|-0|-0|-0|0|19|421|500|"Recuento (Para recuento-SRA)"|"F-I"|"06/06/2024 14:58:23"
"160476B0100'"|"160476B01004'"|"16"|"MICHOACAN"|"001"|"LAZARO CARDENAS"|"0476"|"01"|"B"|"00"|"No Urbana"|4|5|8|6|14|30|8|81|-0|0|0|0|0|-0|-0|-0|-0|0|18|170|496|"Cotejo (Levantada en Casilla)"|"F-I"|"06/06/2024 10:41:01"
"160476C0100'"|"160476C01004'"|"16"|"MICHOACAN"|"001"|"LAZARO CARDENAS"|"0476"|"01"|"C"|"00"|"No Urbana"|4|11|7|12|38|117|6|166|-0|0|1|0|0|-0|-0|-0|-0|0|20|378|496|"Recuento (Para recuento-SRA)"|"F-I"|"06/06/2024 15:10:13"
"160477B0100'"|"160477B01004'"|"16"|"MICHOACAN"|"001"|"LAZARO CARDENAS"|"0477"|"01"|"B"|"00"|"No Urbana"|4|4|22|16|17|296|11|126|-0|1|1|0|0|-0|-0|-0|-0|0|34|528|619|"Recuento (Para recuento-SRA)"|"F-I"|"06/06/2024 15:11:56"
"160477C0100'"|"160477C01004'"|"16"|"MICHOACAN"|"001"|"LAZARO CARDENAS"|"0477"|"01"|"C"|"00"|"No Urbana"|4|8|24|7|13|313|4|125|-0|4|0|0|0|-0|-0|-0|-0|0|28|526|619|"Recuento (Para recuento-SRA)"|"F-I"|"06/06/2024 15:14:26"
"160478B0100'"|"160478B01004'"|"16"|"MICHOACAN"|"001"|"LAZARO CARDENAS"|"0478"|"01"|"B"|"00"|"No Urbana"|4|19|11|10|45|180|6|128|-0|5|0|0|0|-0|-0|-0|-0|0|23|427|587|"Recuento (Para recuento-SRA)"|"F-I"|"06/06/2024 15:18:14"
"160478C0100'"|"160478C01004'"|"16"|"MICHOACAN"|"001"|"LAZARO CARDENAS"|"0478"|"01"|"C"|"00"|"No Urbana"|4|5|10|4|56|234|4|114|-0|1|0|0|0|-0|-0|-0|-0|0|27|455|586|"Cotejo (Levantada en Casilla)"|"F-I"|"06/06/2024 10:41:24"
"160479B0100'"|"160479B01004'"|"16"|"MICHOACAN"|"001"|"LAZARO CARDENAS"|"0479"|"01"|"B"|"00"|"No Urbana"|4|4|5|1|11|11|2|70|-0|0|0|0|0|-0|-0|-0|-0|0|6|110|234|"Cotejo (Levantada en Casilla)"|"F-I"|"06/06/2024 11:01:22"
"160557B0100'"|"160557B01004'"|"16"|"MICHOACAN"|"001"|"LAZARO CARDENAS"|"0557"|"01"|"B"|"00"|"No Urbana"|4|19|19|4|14|112|15|177|-0|3|1|0|0|-0|-0|-0|-0|0|45|409|551|"Cotejo (Levantada en Casilla)"|"F-I"|"06/06/2024 11:02:22"
"160557C0100'"|"160557C01004'"|"16"|"MICHOACAN"|"001"|"LAZARO CARDENAS"|"0557"|"01"|"C"|"00"|"No Urbana"|4|16|18|2|13|111|12|179|-0|4|3|1|0|-0|-0|-0|-0|0|47|406|551|"Recuento (Para recuento-SRA)"|"F-I"|"06/06/2024 18:10:49"
"160558B0100'"|"160558B01004'"|"16"|"MICHOACAN"|"001"|"LAZARO CARDENAS"|"0558"|"01"|"B"|"00"|"Urbana"|4|16|24|4|14|117|6|171|-0|3|0|0|0|-0|-0|-0|-0|0|55|410|572|"Recuento (Para recuento-SRA)"|"F-I"|"06/06/2024 15:22:46"
"160558C0100'"|"160558C01004'"|"16"|"MICHOACAN"|"001"|"LAZARO CARDENAS"|"0558"|"01"|"C"|"00"|"Urbana"|4|12|10|6|13|105|10|198|-0|0|0|1|0|-0|-0|-0|-0|0|49|404|572|"Cotejo (Levantada en Casilla)"|"F-I"|"06/06/2024 10:57:11"
"160558C0200'"|"160558C02004'"|"16"|"MICHOACAN"|"001"|"LAZARO CARDENAS"|"0558"|"02"|"C"|"00"|"Urbana"|4|11|18|2|15|117|9|170|-0|2|0|0|0|-0|-0|-0|-0|0|76|420|572|"Recuento (Para recuento-SRA)"|"F-I"|"06/06/2024 15:24:44"
"160559B0100'"|"160559B01004'"|"16"|"MICHOACAN"|"001"|"LAZARO CARDENAS"|"0559"|"01"|"B"|"00"|"Urbana"|4|32|24|0|18|102|8|166|-0|1|0|0|0|-0|-0|-0|-0|0|69|420|573|"Recuento (Para recuento-SRA)"|"F-I"|"06/06/2024 15:26:12"
"160559C0100'"|"160559C01004'"|"16"|"MICHOACAN"|"001"|"LAZARO CARDENAS"|"0559"|"01"|"C"|"00"|"Urbana"|4|16|12|2|23|143|11|151|-0|1|1|1|0|-0|-0|-0|-0|0|52|413|573|"Recuento (Para recuento-SRA)"|"F-I"|"06/06/2024 15:30:12"
"160559C0200'"|"160559C02004'"|"16"|"MICHOACAN"|"001"|"LAZARO CARDENAS"|"0559"|"02"|"C"|"00"|"Urbana"|4|17|18|7|17|42|15|249|-0|7|1|0|0|-0|-0|-0|-0|0|50|423|572|"Recuento (Para recuento-SRA)"|"F-I"|"06/06/2024 15:31:45"
"160560B0100'"|"160560B01004'"|"16"|"MICHOACAN"|"001"|"LAZARO CARDENAS"|"0560"|"01"|"B"|"00"|"Urbana"|4|16|15|1|16|85|6|166|-0|1|1|0|0|-0|-0|-0|-0|0|42|349|483|"Recuento (Para recuento-SRA)"|"F-I"|"06/06/2024 15:36:03"
"160560C0100'"|"160560C01004'"|"16"|"MICHOACAN"|"001"|"LAZARO CARDENAS"|"0560"|"01"|"C"|"00"|"Urbana"|4|23|31|1|17|98|7|149|-0|4|0|0|0|-0|-0|-0|-0|1|48|379|482|"Recuento (Para recuento-SRA)"|"F-I"|"06/06/2024 15:37:31"
"160561B0100'"|"160561B01004'"|"16"|"MICHOACAN"|"001"|"LAZARO CARDENAS"|"0561"|"01"|"B"|"00"|"Urbana"|4|19|14|2|7|89|4|163|-0|2|0|0|0|-0|-0|-0|-0|0|56|356|466|"Recuento (Para recuento-SRA)"|"F-I"|"06/06/2024 15:39:39"
"160561C0100'"|"160561C01004'"|"16"|"MICHOACAN"|"001"|"LAZARO CARDENAS"|"0561"|"01"|"C"|"00"|"Urbana"|4|11|16|5|9|88|11|147|-0|0|0|0|0|-0|-0|-0|-0|0|62|349|465|"Recuento (Para recuento-SRA)"|"F-I"|"06/06/2024 15:40:59"
"160562B0100'"|"160562B01004'"|"16"|"MICHOACAN"|"001"|"LAZARO CARDENAS"|"0562"|"01"|"B"|"00"|"Urbana"|4|9|10|4|13|99|13|178|-0|1|1|0|1|-0|-0|-0|-0|0|55|384|569|"Recuento (Para recuento-SRA)"|"F-I"|"06/06/2024 15:42:35"
"160562C0100'"|"160562C01004'"|"16"|"MICHOACAN"|"001"|"LAZARO CARDENAS"|"0562"|"01"|"C"|"00"|"Urbana"|4|6|5|3|17|110|18|175|-0|1|1|0|1|-0|-0|-0|-0|0|52|389|568|"Recuento (Para recuento-SRA)"|"F-I"|"06/06/2024 15:43:59"
"160563B0100'"|"160563B01004'"|"16"|"MICHOACAN"|"001"|"LAZARO CARDENAS"|"0563"|"01"|"B"|"00"|"No Urbana"|4|1|8|1|2|28|1|113|-0|0|0|0|1|-0|-0|-0|-0|0|4|159|183|"Cotejo (Levantada en Casilla)"|"F-I"|"06/06/2024 10:57:45"
"160564B0100'"|"160564B01004'"|"16"|"MICHOACAN"|"001"|"LAZARO CARDENAS"|"0564"|"01"|"B"|"00"|"No Urbana"|4|12|22|2|21|86|9|156|-0|0|0|0|0|-0|-0|-0|-0|0|34|342|406|"Recuento (Para recuento-SRA)"|"F-I"|"06/06/2024 15:53:17"
"160564C0100'"|"160564C01004'"|"16"|"MICHOACAN"|"001"|"LAZARO CARDENAS"|"0564"|"01"|"C"|"00"|"No Urbana"|4|10|21|10|12|79|6|178|-0|7|1|0|0|-0|-0|-0|-0|0|28|352|406|"Recuento (Para recuento-SRA)"|"F-I"|"06/06/2024 15:54:58"
"160565B0100'"|"160565B01004'"|"16"|"MICHOACAN"|"001"|"LAZARO CARDENAS"|"0565"|"01"|"B"|"00"|"No Urbana"|4|4|9|6|22|35|6|169|-0|1|0|1|0|-0|-0|-0|-0|0|50|303|543|"Cotejo (Levantada en Casilla)"|"F-I"|"06/06/2024 10:58:12"
"160566B0100'"|"160566B01004'"|"16"|"MICHOACAN"|"001"|"LAZARO CARDENAS"|"0566"|"01"|"B"|"00"|"No Urbana"|4|14|20|3|15|94|6|154|-0|2|0|0|0|-0|-0|-0|-0|0|26|334|389|"Recuento (Para recuento-SRA)"|"F-I"|"06/06/2024 15:59:22"
"160566C0100'"|"160566C01004'"|"16"|"MICHOACAN"|"001"|"LAZARO CARDENAS"|"0566"|"01"|"C"|"00"|"No Urbana"|4|17|9|3|14|84|8|139|-0|3|0|0|0|-0|-0|-0|-0|0|24|301|388|"Recuento (Para recuento-SRA)"|"F-I"|"06/06/2024 16:03:39"
"160567B0100'"|"160567B01004'"|"16"|"MICHOACAN"|"001"|"LAZARO CARDENAS"|"0567"|"01"|"B"|"00"|"No Urbana"|4|5|21|14|11|38|1|158|-0|0|2|0|0|-0|-0|-0|-0|0|31|281|438|"Cotejo (Levantada en Casilla)"|"F-I"|"06/06/2024 11:04:21"
"160568B0100'"|"160568B01004'"|"16"|"MICHOACAN"|"001"|"LAZARO CARDENAS"|"0568"|"01"|"B"|"00"|"No Urbana"|4|1|1|3|6|73|2|150|-0|0|0|0|0|-0|-0|-0|-0|0|37|273|389|"Recuento (Para recuento-SRA)"|"F-I"|"06/06/2024 16:06:30"
"160568C0100'"|"160568C01004'"|"16"|"MICHOACAN"|"001"|"LAZARO CARDENAS"|"0568"|"01"|"C"|"00"|"No Urbana"|4|3|3|3|5|70|3|139|-0|0|0|0|0|-0|-0|-0|-0|0|27|253|389|"Recuento (Para recuento-SRA)"|"F-I"|"06/06/2024 16:08:29"
"160569B0100'"|"160569B01004'"|"16"|"MICHOACAN"|"001"|"LAZARO CARDENAS"|"0569"|"01"|"B"|"00"|"No Urbana"|4|3|10|3|8|42|3|79|-0|1|1|0|0|-0|-0|-0|-0|0|28|178|239|"Recuento (Para recuento-SRA)"|"F-I"|"06/06/2024 16:10:10"
"160569E0100'"|"160569E01004'"|"16"|"MICHOACAN"|"001"|"LAZARO CARDENAS"|"0569"|"01"|"E"|"00"|"No Urbana"|4|2|3|7|5|17|6|64|-0|0|0|0|0|-0|-0|-0|-0|0|20|124|256|"Cotejo (Levantada en Casilla)"|"F-I"|"06/06/2024 10:58:40"
"160570B0100'"|"160570B01004'"|"16"|"MICHOACAN"|"001"|"LAZARO CARDENAS"|"0570"|"01"|"B"|"00"|"No Urbana"|4|5|11|4|10|70|5|143|-0|0|0|0|0|-0|-0|-0|-0|0|47|295|385|"Cotejo (Levantada en Casilla)"|"F-I"|"06/06/2024 10:59:33"
"160570C0100'"|"160570C01004'"|"16"|"MICHOACAN"|"001"|"LAZARO CARDENAS"|"0570"|"01"|"C"|"00"|"No Urbana"|4|2|10|7|13|76|5|117|-0|0|0|0|1|-0|-0|-0|-0|0|50|281|384|"Recuento (Para recuento-SRA)"|"F-I"|"06/06/2024 16:43:15"
"160571B0100'"|"160571B01004'"|"16"|"MICHOACAN"|"001"|"LAZARO CARDENAS"|"0571"|"01"|"B"|"00"|"No Urbana"|4|2|7|6|13|96|4|158|-0|2|0|0|0|-0|-0|-0|-0|0|48|336|404|"Cotejo (Levantada en Casilla)"|"F-I"|"06/06/2024 11:04:53"
"160571C0100'"|"160571C01004'"|"16"|"MICHOACAN"|"001"|"LAZARO CARDENAS"|"0571"|"01"|"C"|"00"|"No Urbana"|4|2|3|8|14|96|5|158|-0|1|0|0|0|-0|-0|-0|-0|0|54|341|403|"Cotejo (Levantada en Casilla)"|"F-I"|"06/06/2024 11:05:19"
"160572B0100'"|"160572B01004'"|"16"|"MICHOACAN"|"001"|"LAZARO CARDENAS"|"0572"|"01"|"B"|"00"|"No Urbana"|4|5|22|4|14|103|10|316|-0|2|0|0|0|-0|-0|-0|-0|0|35|511|717|"Recuento (Para recuento-SRA)"|"F-I"|"06/06/2024 16:26:53"
"160572C0100'"|"160572C01004'"|"16"|"MICHOACAN"|"001"|"LAZARO CARDENAS"|"0572"|"01"|"C"|"00"|"No Urbana"|4|4|11|9|8|88|10|355|-0|1|1|0|0|-0|-0|-0|-0|0|44|531|716|"Recuento (Para recuento-SRA)"|"F-I"|"06/06/2024 16:29:37"
